PathName	X	Y
vodanhdong_1	1551	2992
vodanhdong_1	1541	3013
vodanhdong_1	1539	3038
vodanhdong_1	1547	3060
vodanhdong_1	1534	3075
vodanhdong_1	1517	3086
vodanhdong_1	1503	3102
vodanhdong_1	1509	3117
vodanhdong_1	1528	3138
vodanhdong_1	1546	3135
vodanhdong_1	1566	3133
vodanhdong_1	1583	3132
vodanhdong_1	1600	3109
vodanhdong_1	1619	3100
vodanhdong_1	1637	3086
vodanhdong_1	1654	3094
vodanhdong_1	1663	3094
vodanhdong_1	1675	3094
vodanhdong_1	1694	3092
vodanhdong_1	1702	3113
vodanhdong_1	1713	3130
vodanhdong_1	1705	3143
vodanhdong_1	1711	3124
vodanhdong_1	1696	3101
vodanhdong_1	1681	3082
vodanhdong_1	1660	3095
vodanhdong_1	1647	3084
vodanhdong_1	1631	3064
vodanhdong_1	1634	3038
vodanhdong_1	1636	3032
vodanhdong_1	1649	3015
vodanhdong_1	1646	2994
vodanhdong_1	1631	2972
vodanhdong_1	1616	2952
vodanhdong_1	1593	2936
vodanhdong_1	1584	2914
vodanhdong_1	1594	2892
vodanhdong_1	1605	2890
vodanhdong_2	1420	3001
vodanhdong_2	1414	3022
vodanhdong_2	1414	3036
vodanhdong_2	1427	3057
vodanhdong_2	1454	3067
vodanhdong_2	1471	3081
vodanhdong_2	1487	3102
vodanhdong_2	1505	3119
vodanhdong_2	1528	3141
vodanhdong_2	1543	3140
vodanhdong_2	1558	3133
vodanhdong_2	1574	3130
vodanhdong_2	1584	3143
vodanhdong_2	1591	3156
vodanhdong_2	1595	3177
vodanhdong_2	1585	3199
vodanhdong_2	1570	3212
vodanhdong_2	1556	3226
vodanhdong_2	1552	3249
vodanhdong_2	1566	3267
vodanhdong_2	1589	3288
vodanhdong_2	1602	3266
vodanhdong_2	1618	3251
vodanhdong_2	1633	3241
vodanhdong_2	1650	3232
vodanhdong_2	1674	3250
vodanhdong_2	1689	3269
vodanhdong_2	1712	3284
vodanhdong_2	1734	3284
vodanhdong_2	1756	3270
vodanhdong_2	1767	3250
vodanhdong_2	1795	3243
vodanhdong_2	1817	3232
vodanhdong_2	1828	3216
vodanhdong_2	1850	3201
vodanhdong_2	1857	3177
vodanhdong_2	1846	3158
vodanhdong_2	1834	3147
vodanhdong_2	1842	3158
vodanhdong_2	1859	3179
vodanhdong_2	1848	3199
vodanhdong_2	1833	3214
vodanhdong_2	1807	3225
vodanhdong_2	1791	3243
vodanhdong_2	1782	3222
vodanhdong_2	1770	3205
vodanhdong_2	1773	3183
vodanhdong_2	1767	3170
vodanhdong_2	1754	3154
vodanhdong_2	1763	3138
vodanhdong_2	1772	3128
