PathName	X	Y
luutiendongtang1	1705	3010
luutiendongtang1	1718	3026
luutiendongtang1	1732	3045
luutiendongtang1	1744	3068
luutiendongtang1	1752	3094
luutiendongtang1	1759	3121
luutiendongtang1	1746	3131
luutiendongtang1	1731	3150
luutiendongtang1	1742	3173
luutiendongtang1	1751	3204
luutiendongtang1	1739	3217
luutiendongtang1	1725	3228
luutiendongtang1	1701	3241
luutiendongtang1	1677	3245
luutiendongtang1	1670	3244
luutiendongtang1	1651	3225
luutiendongtang1	1635	3206
luutiendongtang1	1623	3203
luutiendongtang1	1612	3183
luutiendongtang1	1603	3157
luutiendongtang1	1588	3133
luutiendongtang1	1590	3108
luutiendongtang1	1598	3090
luutiendongtang1	1613	3078
luutiendongtang1	1623	3065
luutiendongtang1	1634	3053
luutiendongtang1	1648	3050
luutiendongtang1	1664	3064
luutiendongtang1	1675	3088
luutiendongtang1	1664	3108
luutiendongtang1	1653	3125
luutiendongtang1	1664	3154
luutiendongtang1	1674	3161
luutiendongtang1	1687	3171
