PathName	X	Y
thientamdong	1648	3119
thientamdong	1668	3114
thientamdong	1686	3107
thientamdong	1677	3088
thientamdong	1676	3054
thientamdong	1662	3059
thientamdong	1645	3044
thientamdong	1642	3031
thientamdong	1635	3008
thientamdong	1636	2991
thientamdong	1632	2966
thientamdong	1622	2940
thientamdong	1605	2940
thientamdong	1594	2956
thientamdong	1574	2986
thientamdong	1586	3012
thientamdong	1580	3033
thientamdong	1571	3054
thientamdong	1573	3068
thientamdong	1580	3088
thientamdong	1589	3112
thientamdong	1573	3110
thientamdong	1558	3121
thientamdong	1533	3154
thientamdong	1537	3182
thientamdong	1560	3182
thientamdong	1575	3181
thientamdong	1580	3155
thientamdong	1603	3160
thientamdong	1625	3170
thientamdong	1637	3178
thientamdong	1637	3193
thientamdong	1635	3218
thientamdong	1618	3229
thientamdong	1601	3214
