PathName	X	Y
hoalangdong	1584	3248
hoalangdong	1593	3232
hoalangdong	1608	3218
hoalangdong	1620	3193
hoalangdong	1625	3179
hoalangdong	1612	3162
hoalangdong	1599	3141
hoalangdong	1589	3144
hoalangdong	1570	3164
hoalangdong	1563	3172
hoalangdong	1552	3155
hoalangdong	1538	3121
hoalangdong	1523	3089
hoalangdong	1513	3071
hoalangdong	1523	3047
hoalangdong	1532	3029
hoalangdong	1549	3014
hoalangdong	1563	2998
hoalangdong	1573	2981
hoalangdong	1585	2972
hoalangdong	1582	2960
hoalangdong	1582	2947
hoalangdong	1588	2932
hoalangdong	1583	2914
hoalangdong	1573	2890
hoalangdong	1585	2869
hoalangdong	1595	2843
hoalangdong	1608	2827
hoalangdong	1619	2830
hoalangdong	1626	2848
hoalangdong	1634	2867
hoalangdong	1649	2886
hoalangdong	1652	2911
hoalangdong	1669	2928
hoalangdong	1680	2927
hoalangdong	1686	2927
hoalangdong	1696	2908
hoalangdong	1709	2895
hoalangdong	1720	2902
hoalangdong	1728	2919
hoalangdong	1732	2932
hoalangdong	1738	2951
hoalangdong	1755	2969
hoalangdong	1762	3002
hoalangdong	1769	3032
hoalangdong	1754	3047
hoalangdong	1737	3065
hoalangdong	1749	3084
hoalangdong	1760	3100
hoalangdong	1771	3123
hoalangdong	1776	3139
hoalangdong	1765	3155
hoalangdong	1752	3187
hoalangdong	1736	3174
hoalangdong	1721	3167
hoalangdong	1709	3140
hoalangdong	1697	3142
hoalangdong	1684	3165
hoalangdong	1685	3189
hoalangdong	1694	3204
hoalangdong	1695	3231
hoalangdong	1689	3247
hoalangdong	1671	3267
hoalangdong	1658	3269
