PathName	X	Y
vulangson_1	1644	3048
vulangson_1	1635	3034
vulangson_1	1618	3019
vulangson_1	1603	3034
vulangson_1	1576	3063
vulangson_1	1559	3072
vulangson_1	1541	3094
vulangson_1	1523	3118
vulangson_1	1525	3143
vulangson_1	1541	3159
vulangson_1	1550	3170
vulangson_1	1573	3181
vulangson_1	1582	3204
vulangson_1	1597	3217
vulangson_1	1566	3182
vulangson_1	1584	3166
vulangson_1	1603	3151
vulangson_1	1617	3135
vulangson_1	1636	3141
vulangson_1	1652	3164
vulangson_1	1667	3182
vulangson_1	1664	3205
vulangson_1	1682	3225
vulangson_1	1701	3236
vulangson_1	1714	3228
vulangson_1	1741	3204
vulangson_1	1760	3184
vulangson_1	1779	3167
vulangson_1	1778	3144
vulangson_1	1761	3117
vulangson_1	1749	3101
vulangson_1	1749	3072
vulangson_1	1748	3027
vulangson_1	1766	3003
vulangson_1	1782	2987
vulangson_1	1795	2979
vulangson_1	1811	2968
vulangson_1	1823	2950
vulangson_1	1807	2969
vulangson_1	1812	2991
vulangson_1	1832	3015
vulangson_1	1852	3027
vulangson_1	1866	3012
vulangson_1	1890	2995
vulangson_1	1910	2977
vulangson_1	1924	2958
vulangson_1	1940	2942
vulangson_1	1961	2935
vulangson_1	1969	2917
vulangson_1	1948	2940
vulangson_1	1931	2949
vulangson_1	1913	2922
vulangson_1	1894	2902
vulangson_1	1873	2876
vulangson_1	1842	2844
vulangson_1	1821	2814
vulangson_1	1802	2799
vulangson_1	1784	2788
vulangson_1	1757	2820
vulangson_1	1740	2834
vulangson_1	1718	2861
vulangson_1	1707	2873
vulangson_1	1691	2873
vulangson_1	1657	2980
vulangson_2	1738	2849
vulangson_2	1748	2868
vulangson_2	1760	2885
vulangson_2	1766	2897
vulangson_2	1758	2919
vulangson_2	1745	2933
vulangson_2	1721	2956
vulangson_2	1699	2977
vulangson_2	1687	2980
vulangson_2	1671	2974
vulangson_2	1652	2950
vulangson_2	1634	2932
vulangson_2	1616	2917
vulangson_2	1597	2894
vulangson_2	1582	2874
vulangson_2	1572	2868
vulangson_2	1563	2861
vulangson_2	1589	2884
vulangson_2	1598	2859
vulangson_2	1616	2846
vulangson_2	1626	2821
vulangson_2	1622	2799
vulangson_2	1609	2780
vulangson_2	1594	2756
vulangson_2	1600	2725
vulangson_2	1588	2698
vulangson_2	1575	2680
vulangson_2	1546	2647
vulangson_2	1529	2628
vulangson_2	1511	2616
vulangson_2	1495	2597
vulangson_2	1467	2569
vulangson_2	1435	2545
vulangson_2	1414	2523
vulangson_2	1390	2492
vulangson_2	1377	2478
vulangson_2	1365	2480
vulangson_2	1346	2497
vulangson_3	1421	2543
vulangson_3	1407	2562
vulangson_3	1393	2573
vulangson_3	1367	2604
vulangson_3	1354	2606
vulangson_3	1341	2614
vulangson_3	1318	2589
vulangson_3	1298	2572
vulangson_3	1283	2561
vulangson_3	1256	2584
vulangson_3	1238	2597
vulangson_3	1215	2615
vulangson_3	1203	2638
vulangson_3	1191	2646
vulangson_3	1166	2660
vulangson_3	1148	2679
vulangson_3	1127	2699
vulangson_3	1105	2725
vulangson_3	1092	2740
vulangson_3	1099	2762
vulangson_3	1109	2778
vulangson_3	1131	2805
vulangson_3	1159	2832
vulangson_3	1179	2847
vulangson_3	1190	2859
vulangson_3	1202	2837
vulangson_3	1213	2819
vulangson_3	1230	2808
vulangson_3	1252	2788
vulangson_3	1274	2783
vulangson_3	1290	2806
vulangson_3	1303	2811
vulangson_3	1326	2781
vulangson_3	1342	2768
vulangson_3	1365	2760
vulangson_3	1389	2790
vulangson_3	1407	2806
vulangson_3	1425	2823
vulangson_3	1441	2842
vulangson_3	1459	2864
vulangson_3	1471	2893
vulangson_3	1482	2914
vulangson_3	1503	2943
vulangson_3	1512	2957
vulangson_3	1529	2962
vulangson_3	1535	2953
