PathName	X	Y
balanghuyen_bac	1615	3170
balanghuyen_bac	1597	3182
balanghuyen_bac	1581	3161
balanghuyen_bac	1581	3155
balanghuyen_bac	1565	3153
balanghuyen_bac	1547	3134
balanghuyen_bac	1539	3112
balanghuyen_bac	1522	3087
balanghuyen_bac	1515	3074
balanghuyen_bac	1500	3044
balanghuyen_bac	1485	3021
balanghuyen_bac	1460	3010
balanghuyen_bac	1462	2985
balanghuyen_bac	1471	2982
balanghuyen_bac	1480	2954
balanghuyen_bac	1507	2947
balanghuyen_bac	1530	2940
balanghuyen_bac	1542	2943
balanghuyen_bac	1541	2926
balanghuyen_bac	1553	2937
balanghuyen_bac	1563	2926
balanghuyen_bac	1578	2947
balanghuyen_bac	1606	2944
balanghuyen_bac	1615	2959
balanghuyen_bac	1637	2970
balanghuyen_bac	1651	2965
balanghuyen_bac	1670	2987
balanghuyen_bac	1688	2989
balanghuyen_bac	1691	2964
balanghuyen_bac	1705	2964
balanghuyen_bac	1721	2986
balanghuyen_bac	1745	3021
balanghuyen_bac	1742	3045
balanghuyen_bac	1732	3056
balanghuyen_bac	1712	3076
balanghuyen_bac	1724	3113
balanghuyen_bac	1710	3133
balanghuyen_bac	1721	3164
balanghuyen_bac	1717	3205
balanghuyen_bac	1728	3233
balanghuyen_bac	1733	3250
balanghuyen_bac	1722	3267
balanghuyen_bac	1708	3263
balanghuyen_bac	1693	3281
balanghuyen_bac	1678	3260
balanghuyen_bac	1657	3250
balanghuyen_bac	1652	3237
balanghuyen_bac	1631	3219
balanghuyen_bac	1614	3214
balanghuyen_bac	1600	3210
balanghuyen_bac	1584	3231
balanghuyen_bac	1580	3236
balanghuyen_bac	1743	3272
balanghuyen_bac	1751	3232
balanghuyen_bac	1763	3203
balanghuyen_bac	1777	3185
balanghuyen_bac	1775	3180
balanghuyen_bac	1761	3148
balanghuyen_bac	1752	3136
balanghuyen_bac	1740	3151
balanghuyen_bac	1723	3157
balanghuyen_bac	1719	3186
balanghuyen_bac	1719	3208
balanghuyen_bac	1703	3214
balanghuyen_tay	1614	3169
balanghuyen_tay	1620	3184
balanghuyen_tay	1608	3196
balanghuyen_tay	1600	3209
balanghuyen_tay	1621	3218
balanghuyen_tay	1636	3225
balanghuyen_tay	1652	3237
balanghuyen_tay	1667	3257
balanghuyen_tay	1692	3274
balanghuyen_tay	1688	3297
balanghuyen_tay	1678	3318
balanghuyen_tay	1665	3328
balanghuyen_tay	1651	3326
balanghuyen_tay	1639	3303
balanghuyen_tay	1623	3320
balanghuyen_tay	1609	3336
balanghuyen_tay	1591	3322
balanghuyen_tay	1577	3319
balanghuyen_tay	1554	3311
balanghuyen_tay	1540	3310
balanghuyen_tay	1519	3302
balanghuyen_tay	1495	3298
balanghuyen_tay	1473	3299
balanghuyen_tay	1462	3327
balanghuyen_tay	1466	3354
balanghuyen_tay	1468	3370
balanghuyen_tay	1488	3385
balanghuyen_tay	1507	3385
balanghuyen_tay	1524	3394
balanghuyen_tay	1540	3410
balanghuyen_tay	1534	3432
balanghuyen_tay	1557	3398
balanghuyen_tay	1568	3390
balanghuyen_tay	1583	3404
balanghuyen_tay	1594	3409
balanghuyen_tay	1619	3406
balanghuyen_tay	1639	3395
balanghuyen_tay	1664	3409
balanghuyen_tay	1675	3397
balanghuyen_tay	1691	3371
balanghuyen_tay	1699	3359
balanghuyen_tay	1709	3376
balanghuyen_tay	1719	3390
balanghuyen_tay	1730	3421
balanghuyen_tay	1747	3415
balanghuyen_tay	1760	3386
balanghuyen_tay	1777	3408
balanghuyen_tay	1794	3423
balanghuyen_tay	1762	3388
balanghuyen_tay	1767	3353
balanghuyen_tay	1769	3318
balanghuyen_tay	1761	3291
balanghuyen_tay	1743	3272
balanghuyen_tay	1751	3232
balanghuyen_tay	1763	3203
balanghuyen_tay	1777	3185
balanghuyen_tay	1775	3180
balanghuyen_tay	1761	3148
balanghuyen_tay	1752	3136
balanghuyen_tay	1740	3151
balanghuyen_tay	1723	3157
balanghuyen_tay	1719	3186
balanghuyen_tay	1719	3208
balanghuyen_tay	1703	3214
balanghuyen_nam	1614	3169
balanghuyen_nam	1625	3174
balanghuyen_nam	1629	3173
balanghuyen_nam	1634	3178
balanghuyen_nam	1613	3190
balanghuyen_nam	1600	3174
balanghuyen_nam	1600	3208
balanghuyen_nam	1591	3226
balanghuyen_nam	1580	3236
balanghuyen_nam	1564	3251
balanghuyen_nam	1554	3271
balanghuyen_nam	1542	3265
balanghuyen_nam	1519	3252
balanghuyen_nam	1501	3237
balanghuyen_nam	1489	3215
balanghuyen_nam	1473	3229
balanghuyen_nam	1457	3243
balanghuyen_nam	1452	3261
balanghuyen_nam	1431	3263
balanghuyen_nam	1413	3267
balanghuyen_nam	1399	3275
balanghuyen_nam	1387	3307
balanghuyen_nam	1368	3321
balanghuyen_nam	1351	3309
balanghuyen_nam	1363	3323
balanghuyen_nam	1368	3320
balanghuyen_nam	1358	3337
balanghuyen_nam	1343	3348
balanghuyen_nam	1369	3321
balanghuyen_nam	1388	3302
balanghuyen_nam	1403	3274
balanghuyen_nam	1417	3264
balanghuyen_nam	1419	3266
balanghuyen_nam	1419	3295
balanghuyen_nam	1416	3311
balanghuyen_nam	1433	3326
balanghuyen_nam	1444	3312
balanghuyen_nam	1455	3285
balanghuyen_nam	1478	3295
balanghuyen_nam	1499	3297
balanghuyen_nam	1515	3308
balanghuyen_nam	1537	3305
balanghuyen_nam	1556	3318
balanghuyen_nam	1569	3323
balanghuyen_nam	1576	3307
balanghuyen_nam	1575	3280
balanghuyen_nam	1555	3266
balanghuyen_nam	1570	3247
balanghuyen_nam	1580	3238
balanghuyen_nam	1598	3212
balanghuyen_nam	1607	3199
balanghuyen_nam	1616	3187
balanghuyen_nam	1614	3169
