PathName	X	Y
diemthuongdongtang3	1351	3097
diemthuongdongtang3	1363	3115
diemthuongdongtang3	1388	3106
diemthuongdongtang3	1408	3085
diemthuongdongtang3	1422	3062
diemthuongdongtang3	1410	3043
diemthuongdongtang3	1409	3024
diemthuongdongtang3	1425	3005
diemthuongdongtang3	1444	2985
diemthuongdongtang3	1467	2998
diemthuongdongtang3	1481	3023
diemthuongdongtang3	1505	3007
diemthuongdongtang3	1532	3021
diemthuongdongtang3	1548	3018
diemthuongdongtang3	1560	3017
diemthuongdongtang3	1572	3037
diemthuongdongtang3	1589	3051
diemthuongdongtang3	1568	3028
diemthuongdongtang3	1556	3008
diemthuongdongtang3	1537	3028
diemthuongdongtang3	1523	3017
diemthuongdongtang3	1502	3003
diemthuongdongtang3	1487	3022
diemthuongdongtang3	1474	3031
diemthuongdongtang3	1464	3057
diemthuongdongtang3	1483	3079
diemthuongdongtang3	1500	3095
diemthuongdongtang3	1521	3113
diemthuongdongtang3	1534	3119
diemthuongdongtang3	1550	3105
diemthuongdongtang3	1568	3091
diemthuongdongtang3	1582	3097
diemthuongdongtang3	1591	3111
diemthuongdongtang3	1590	3128
diemthuongdongtang3	1581	3138
diemthuongdongtang3	1562	3156
diemthuongdongtang3	1573	3180
diemthuongdongtang3	1591	3201
diemthuongdongtang3	1578	3206
diemthuongdongtang3	1552	3228
diemthuongdongtang3	1553	3210
diemthuongdongtang3	1539	3193
diemthuongdongtang3	1521	3185
diemthuongdongtang3	1506	3166
diemthuongdongtang3	1490	3154
diemthuongdongtang3	1479	3156
diemthuongdongtang3	1463	3169
diemthuongdongtang3	1445	3159
diemthuongdongtang3	1430	3141
diemthuongdongtang3	1419	3132
diemthuongdongtang3	1405	3119
diemthuongdongtang3	1398	3109
