PathName	X	Y
tieudao	1552	3474
tieudao	1561	3455
tieudao	1569	3434
tieudao	1580	3417
tieudao	1587	3406
tieudao	1603	3392
tieudao	1619	3373
tieudao	1629	3358
tieudao	1642	3347
tieudao	1654	3328
tieudao	1666	3317
tieudao	1651	3302
tieudao	1640	3282
tieudao	1628	3268
tieudao	1619	3252
tieudao	1608	3238
tieudao	1599	3237
tieudao	1614	3236
tieudao	1627	3217
tieudao	1616	3238
tieudao	1629	3262
tieudao	1638	3286
tieudao	1659	3308
tieudao	1680	3329
tieudao	1696	3356
tieudao	1702	3370
tieudao	1725	3397
tieudao	1741	3410
tieudao	1722	3392
tieudao	1701	3376
tieudao	1690	3352
tieudao	1677	3328
tieudao	1670	3321
tieudao	1670	3323
tieudao	1685	3299
tieudao	1700	3286
tieudao	1720	3264
tieudao	1728	3244
tieudao	1748	3225
tieudao	1727	3215
tieudao	1714	3190
tieudao	1707	3173
tieudao	1698	3162
tieudao	1679	3142
tieudao	1665	3119
tieudao	1667	3110
tieudao	1670	3125
tieudao	1682	3151
tieudao	1695	3151
tieudao	1707	3138
tieudao	1719	3142
tieudao	1726	3130
tieudao	1737	3115
tieudao	1756	3107
tieudao	1765	3087
tieudao	1779	3062
tieudao	1792	3065
