PathName	X	Y
thieulam_trungtam	1625	3161
thieulam_trungtam	1625	3183
thieulam_trungtam	1639	3201
thieulam_trungtam	1655	3198
thieulam_trungtam	1675	3196
thieulam_trungtam	1684	3170
thieulam_trungtam	1697	3158
thieulam_trungtam	1677	3138
thieulam_trungtam	1669	3129
thieulam_trungtam	1649	3106
thieulam_trungtam	1632	3090
thieulam_trungtam	1619	3079
thieulam_trungtam	1615	3073
thieulam_trungtam	1627	3095
thieulam_trungtam	1640	3101
thieulam_trungtam	1658	3122
thieulam_trungtam	1667	3108
thieulam_trungtam	1676	3106
thieulam_trungtam	1678	3118
thieulam_trungtam	1687	3133
thieulam_trungtam	1686	3150
thieulam_trungtam	1697	3164
thieulam_trungtam	1715	3155
thieulam_trungtam	1733	3138
thieulam_trungtam	1740	3129
thieulam_trungtam	1739	3100
thieulam_trungtam	1727	3085
thieulam_trungtam	1733	3067
thieulam_trungtam	1744	3082
thieulam_trungtam	1756	3093
thieulam_trungtam	1769	3108
thieulam_trungtam	1759	3097
thieulam_trungtam	1736	3074
thieulam_trungtam	1726	3059
thieulam_trungtam	1709	3043
thieulam_trungtam	1699	3034
thieulam_trungtam	1689	3023
thieulam_trungtam	1699	3003
thieulam_trungtam	1702	2971
thieulam_trungtam	1719	2967
thieulam_trungtam	1730	2953
thieulam_trungtam	1738	2943
thieulam_trungtam	1741	2924
thieulam_trungtam	1737	2911
thieulam_trungtam	1751	2930
thieulam_trungtam	1769	2906
thieulam_trungtam	1776	2895
thieulam_trungtam	1794	2900
thieulam_trungtam	1808	2888
thieulam_trungtam	1820	2899
thieulam_trungtam	1824	2908
thieulam_trungtam	1817	2935
thieulam_trungtam	1833	2964
thieulam_trungtam	1844	2985
thieulam_trungtam	1837	3012
thieulam_trungtam	1833	3022
thieulam_trungtam	1820	3022
thieulam_trungtam	1800	3019
thieulam_trungtam	1788	3011
thieulam_trungtam	1776	3028
thieulam_trungtam	1787	3040
thieulam_trungtam	1786	3066
thieulam_trungtam	1769	3079
thieulam_trungtam	1757	3093
thieulam_nam	1625	3161
thieulam_nam	1627	3175
thieulam_nam	1633	3176
thieulam_nam	1615	3191
thieulam_nam	1606	3204
thieulam_nam	1595	3215
thieulam_nam	1591	3223
thieulam_nam	1584	3248
thieulam_nam	1570	3282
thieulam_nam	1561	3300
thieulam_nam	1570	3326
thieulam_nam	1565	3362
thieulam_nam	1560	3377
thieulam_nam	1552	3402
thieulam_nam	1571	3430
thieulam_nam	1585	3447
thieulam_nam	1562	3480
thieulam_nam	1547	3491
thieulam_nam	1524	3525
thieulam_nam	1518	3537
thieulam_nam	1484	3536
thieulam_nam	1466	3535
thieulam_nam	1442	3525
thieulam_nam	1454	3541
thieulam_nam	1485	3540
thieulam_nam	1500	3549
thieulam_nam	1526	3545
thieulam_nam	1544	3565
thieulam_nam	1565	3571
thieulam_nam	1588	3581
thieulam_nam	1611	3578
thieulam_nam	1622	3564
thieulam_nam	1617	3559
thieulam_nam	1608	3581
thieulam_nam	1587	3581
thieulam_nam	1569	3573
thieulam_nam	1542	3562
thieulam_nam	1523	3540
thieulam_nam	1524	3517
thieulam_nam	1548	3489
thieulam_nam	1575	3455
thieulam_nam	1575	3425
thieulam_nam	1552	3402
thieulam_nam	1559	3373
thieulam_nam	1567	3333
thieulam_nam	1565	3319
thieulam_nam	1562	3293
thieulam_nam	1570	3258
thieulam_nam	1565	3219
thieulam_nam	1574	3202
thieulam_nam	1581	3198
thieulam_nam	1587	3188
thieulam_nam	1595	3162
thieulam_nam	1607	3162
thieulam_nam	1621	3182
thieulam_nam	1627	3174
thieulam_bac	1845	2984
thieulam_bac	1840	2984
thieulam_bac	1833	2959
thieulam_bac	1819	2925
thieulam_bac	1824	2905
thieulam_bac	1837	2914
thieulam_bac	1847	2898
thieulam_bac	1853	2888
thieulam_bac	1858	2880
thieulam_bac	1871	2854
thieulam_bac	1876	2830
thieulam_bac	1865	2806
thieulam_bac	1847	2787
thieulam_bac	1826	2770
thieulam_bac	1805	2751
thieulam_bac	1783	2741
thieulam_bac	1765	2717
thieulam_bac	1748	2704
thieulam_bac	1734	2721
thieulam_bac	1712	2725
thieulam_bac	1695	2735
thieulam_bac	1674	2760
thieulam_bac	1665	2788
thieulam_bac	1652	2800
thieulam_bac	1630	2827
thieulam_bac	1614	2846
thieulam_bac	1604	2882
thieulam_bac	1582	2892
thieulam_bac	1599	2908
thieulam_bac	1617	2926
thieulam_bac	1640	2926
thieulam_bac	1654	2958
thieulam_bac	1664	2972
thieulam_bac	1672	2984
thieulam_bac	1663	3000
thieulam_bac	1656	3020
thieulam_bac	1664	3032
thieulam_bac	1682	3043
thieulam_bac	1672	3064
thieulam_bac	1685	3046
thieulam_bac	1694	3053
thieulam_bac	1708	3062
thieulam_bac	1717	3056
thieulam_bac	1729	3068
thieulam_bac	1717	3088
thieulam_bac	1725	3078
thieulam_bac	1741	3064
